osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge,maxspeed,junction,access,est_width,tunnel,service
374987216,,track,False,False,11.704,,"LINESTRING (12.6573428 46.1402814, 12.6574153 46.1403739)",,,,,,,,
374987216,,track,False,True,206.56400000000002,,"LINESTRING (12.6573428 46.1402814, 12.6573015 46.140022, 12.6572795 46.1397716, 12.6572839 46.1395456, 12.6572795 46.1393562, 12.6572883 46.1391302, 12.6573236 46.1387973, 12.6574073 46.1385316, 12.657476 46.1384453)",,,,,,,,
374987224,,track,False,False,64.0,,"LINESTRING (12.6573428 46.1402814, 12.6572446 46.1402906, 12.6570403 46.1403219, 12.6565274 46.1403904)",,,,,,,,
374987224,,track,False,True,63.99999999999999,,"LINESTRING (12.6565274 46.1403904, 12.6570403 46.1403219, 12.6572446 46.1402906, 12.6573428 46.1402814)",,,,,,,,
377856597,,track,False,True,193.73600000000002,,"LINESTRING (12.6918752 46.0746095, 12.6917526 46.0753127, 12.6915973 46.0758174, 12.6914455 46.0763245)",,,,,,,,
77512163,Via San Foca,unclassified,False,True,15.588,,"LINESTRING (12.688584 46.0815167, 12.6885771 46.0813766)",,,,,,,,
77512163,Via San Foca,unclassified,False,False,378.909,,"LINESTRING (12.688584 46.0815167, 12.6885938 46.081718, 12.688591 46.0826502, 12.6883802 46.0836733, 12.688127 46.0849013)",,,,,,,,
377856607,,track,False,False,239.602,,"LINESTRING (12.688584 46.0815167, 12.6887223 46.0815876, 12.6892271 46.0818626, 12.6893967 46.0819533, 12.6898261 46.0822111, 12.6901036 46.0823614, 12.6903694 46.0825238, 12.6905717 46.082634, 12.6906902 46.0827022, 12.6908376 46.0827283, 12.6909706 46.0827363, 12.6910775 46.0827443)",,,,,,,,
177475769,,track,False,False,218.292,,"LINESTRING (12.6908073 46.0825704, 12.6907417 46.082557, 12.6893837 46.0817817, 12.6888311 46.0814592, 12.6886791 46.0814047, 12.6885771 46.0813766)",,,,,,,,
177475769,,track,False,True,22.223,,"LINESTRING (12.6908073 46.0825704, 12.6909388 46.0825973, 12.6910894 46.0826052)",,,,,,,,
177475769,,track,False,True,674.37,,"LINESTRING (12.6910894 46.0826052, 12.6998081 46.083063)",,,,,,,,
377856600,,track,False,True,15.494,,"LINESTRING (12.6910894 46.0826052, 12.6910775 46.0827443)",,yes,,,,,,
177475769,,track,False,False,22.223,,"LINESTRING (12.6910894 46.0826052, 12.6909388 46.0825973, 12.6908073 46.0825704)",,,,,,,,
377856600,,track,False,False,15.494,,"LINESTRING (12.6910775 46.0827443, 12.6910894 46.0826052)",,yes,,,,,,
377856607,,track,False,False,681.589,,"LINESTRING (12.6910775 46.0827443, 12.692826 46.0828485, 12.6947276 46.0829666, 12.6968488 46.0830658, 12.6986869 46.083154, 12.6998884 46.0832141)",,,,,,,,
377856607,,track,False,True,239.602,,"LINESTRING (12.6910775 46.0827443, 12.6909706 46.0827363, 12.6908376 46.0827283, 12.6906902 46.0827022, 12.6905717 46.082634, 12.6903694 46.0825238, 12.6901036 46.0823614, 12.6898261 46.0822111, 12.6893967 46.0819533, 12.6892271 46.0818626, 12.6887223 46.0815876, 12.688584 46.0815167)",,,,,,,,
177475769,,track,False,False,674.37,,"LINESTRING (12.6998081 46.083063, 12.6910894 46.0826052)",,,,,,,,
177475769,,track,False,True,7.31,,"LINESTRING (12.6998081 46.083063, 12.6999026 46.083068)",,,,,,,,
177475769,,track,False,False,7.31,,"LINESTRING (12.6999026 46.083068, 12.6998081 46.083063)",,,,,,,,
377856602,,track,False,True,16.282,,"LINESTRING (12.6999026 46.083068, 12.6998884 46.0832141)",,yes,,,,,,
377856602,,track,False,False,16.282,,"LINESTRING (12.6998884 46.0832141, 12.6999026 46.083068)",,yes,,,,,,
377856607,,track,False,True,681.5889999999999,,"LINESTRING (12.6998884 46.0832141, 12.6986869 46.083154, 12.6968488 46.0830658, 12.6947276 46.0829666, 12.692826 46.0828485, 12.6910775 46.0827443)",,,,,,,,
77512142,,track,False,True,36.275,,"LINESTRING (12.6845711 46.0853256, 12.6845844 46.0856517)",,,,,,,,
"[77512142, 170132575]",,track,False,"[False, True]",568.2979999999999,,"LINESTRING (12.6845711 46.0853256, 12.6845522 46.084863, 12.6845737 46.0843644, 12.6845522 46.0840667, 12.6844342 46.0838509, 12.6838994 46.0834479, 12.6837261 46.0831503, 12.6838012 46.0830026, 12.6844005 46.0820758, 12.6846828 46.0815936, 12.6848591 46.0813647, 12.6850688 46.0811633, 12.6852223 46.0810488, 12.6853575 46.0809304, 12.6853998 46.0808593, 12.6854212 46.0808221, 12.6855071 46.0807105)",,yes,,,,,,
177475753,,track,False,False,345.914,,"LINESTRING (12.6845711 46.0853256, 12.6847548 46.085325, 12.685267 46.0853966, 12.6853822 46.0854076, 12.6854696 46.0854049, 12.6855569 46.0853773, 12.6856364 46.0853085, 12.6856761 46.0851845, 12.685688 46.0850082, 12.6856959 46.0847851, 12.6857118 46.0846915, 12.6857833 46.0846612, 12.6860692 46.084686, 12.6866649 46.0847824, 12.6869151 46.0848072, 12.6875386 46.0848705, 12.6879476 46.0848981, 12.688127 46.0849013)",,,,,,,,
77512163,Via San Foca,unclassified,False,False,247.524,,"LINESTRING (12.6876545 46.0871672, 12.6874532 46.0881433, 12.6872458 46.0891593, 12.687203 46.0893711)",,,,,,,,
77512163,Via San Foca,unclassified,False,True,254.579,,"LINESTRING (12.6876545 46.0871672, 12.6877071 46.0869121, 12.6878424 46.0862819, 12.688127 46.0849013)",,,,,,,,
377856606,,track,False,False,578.496,,"LINESTRING (12.6876545 46.0871672, 12.6885897 46.0871862, 12.6894515 46.0872275, 12.6903569 46.0872909, 12.690893 46.0873212, 12.6916873 46.0873542, 12.6926443 46.0874038, 12.6933671 46.0874451, 12.6942844 46.0874782, 12.6951367 46.0875224)",,,,,,,,
903005250,,track,False,False,127.784,,"LINESTRING (12.7134678 46.0874277, 12.7132672 46.0874277, 12.7130111 46.087407, 12.7127232 46.0873891, 12.7126537 46.0873836, 12.712616 46.0873781, 12.7126001 46.0873643, 12.7126021 46.0873134, 12.712608 46.0872225, 12.7126418 46.0869966, 12.7126756 46.0868294)",,,,,,,,
377856593,,track,False,False,260.92600000000004,,"LINESTRING (12.712525 46.0880657, 12.7121676 46.088443, 12.711695 46.0889029, 12.7113932 46.0892197, 12.7109087 46.0896934, 12.7105811 46.0899853)",,,,,,,,
44820495,Via Partidor,unclassified,False,False,94.223,,"LINESTRING (12.7084637 46.088197, 12.7082141 46.0890265)",,,,,,,,
44820495,Via Partidor,unclassified,False,True,79.26299999999999,,"LINESTRING (12.7084637 46.088197, 12.7086448 46.0875955, 12.7086468 46.0875884, 12.7086547 46.087543, 12.7086589 46.0874977)",,,,,,,,
377856606,,track,False,True,1030.7110000000002,,"LINESTRING (12.7084637 46.088197, 12.7076189 46.0881355, 12.7068008 46.0880969, 12.7054228 46.0880446, 12.7045344 46.0880013, 12.7036695 46.0879662, 12.7027091 46.0879, 12.7016252 46.0878611, 12.7006873 46.0878221, 12.6997607 46.0877481, 12.6985177 46.0876958, 12.6974892 46.0876545, 12.6964805 46.0875911, 12.6954519 46.0875388, 12.6951367 46.0875224)",,,,,,,,
258917075,,track,False,False,1197.7969999999996,,"LINESTRING (12.7142879 46.0883712, 12.7142128 46.0884731, 12.7141055 46.0885996, 12.7138828 46.0888265, 12.7137756 46.0889846, 12.7135368 46.0893864, 12.7134215 46.0895985, 12.7133625 46.0896822, 12.7133169 46.0897287, 12.7132257 46.0897901, 12.7130996 46.0898924, 12.7130487 46.0899705, 12.7130272 46.0900598, 12.7130272 46.0901584, 12.7130326 46.0902198, 12.713046 46.0902793, 12.7130648 46.0903314, 12.7130755 46.0903798, 12.7130594 46.0904337, 12.7130058 46.0904988, 12.7129548 46.0905528, 12.7129012 46.0905956, 12.712877 46.0906569, 12.7128985 46.0907239, 12.7129173 46.0907741, 12.7129414 46.0908337, 12.7129441 46.0908913, 12.712928 46.0909676, 12.7127831 46.0912206, 12.7124854 46.0917396, 12.7123191 46.0920409, 12.7122467 46.0921581, 12.7121448 46.0922678, 12.7118953 46.0925096, 12.7117693 46.0926975, 12.7117297 46.0927574, 12.7116244 46.092917, 12.7114635 46.0931328, 12.7113213 46.0932425, 12.7112686 46.0932765, 12.7111336 46.0933634, 12.7109885 46.0934459, 12.7108758 46.0935296, 12.710809 46.0936071, 12.7107366 46.0937094, 12.7106371 46.093896, 12.7105489 46.094033, 12.7104949 46.0941304, 12.7104306 46.0943239, 12.7103608 46.0945043, 12.7103018 46.0945991, 12.7102458 46.0946748, 12.7101168 46.0947944, 12.7098941 46.0949916, 12.7097412 46.0951385, 12.7095937 46.0953115, 12.7095028 46.0954969, 12.709425 46.0957294, 12.7093741 46.0959377, 12.7093496 46.0961727, 12.7093472 46.0964213, 12.7093472 46.09673, 12.7093201 46.0969502, 12.7092802 46.0971504, 12.7092075 46.0974747, 12.7091538 46.097722, 12.7090841 46.0980754, 12.7090474 46.0981895)",,,,,,,,
258917075,,track,False,True,538.696,,"LINESTRING (12.7142879 46.0883712, 12.714591 46.0879596, 12.714996 46.0875169, 12.7151381 46.0873551, 12.71524 46.0872676, 12.7153822 46.0871802, 12.7154788 46.0871002, 12.7155029 46.0870481, 12.7154975 46.0869142, 12.7155297 46.0867784, 12.71557 46.0866928, 12.7156397 46.0865979, 12.7157711 46.0864789, 12.7161627 46.0861756, 12.7163636 46.0859996, 12.7165165 46.0858824, 12.7165997 46.0858265, 12.7166989 46.0857577, 12.7167284 46.0857019, 12.7167421 46.0856213, 12.7167448 46.0855729, 12.7166884 46.0855152, 12.7165755 46.0854452, 12.7164977 46.085408, 12.7164092 46.0853912, 12.7162751 46.0853931, 12.7161571 46.0854042, 12.715972 46.0854768, 12.7158486 46.0855456, 12.7155673 46.0857236, 12.7153607 46.0858371, 12.7151891 46.0859059, 12.7151027 46.0859266, 12.7149499 46.0859172)",,,,,,,,
44820495,Via Partidor,unclassified,False,True,94.223,,"LINESTRING (12.7082141 46.0890265, 12.7084637 46.088197)",,,,,,,,
44820495,Via Partidor,unclassified,False,False,142.8,,"LINESTRING (12.7082141 46.0890265, 12.7078489 46.0902396, 12.7078362 46.0902837)",,,,,,,,
377856593,,track,False,True,250.90599999999998,,"LINESTRING (12.7082141 46.0890265, 12.7096217 46.0891618, 12.7099235 46.0891839, 12.7101459 46.0892032, 12.7103881 46.0892803, 12.7104477 46.0893822, 12.7104758 46.0895226, 12.7105374 46.0898008, 12.7105811 46.0899853)",,,,,,,,
377856601,,track,False,False,5.863,,"LINESTRING (12.7105811 46.0899853, 12.7105895 46.0900377)",,,,,,,,
377856593,,track,False,False,250.90599999999998,,"LINESTRING (12.7105811 46.0899853, 12.7105374 46.0898008, 12.7104758 46.0895226, 12.7104477 46.0893822, 12.7103881 46.0892803, 12.7101459 46.0892032, 12.7099235 46.0891839, 12.7096217 46.0891618, 12.7082141 46.0890265)",,,,,,,,
377856593,,track,False,True,260.926,,"LINESTRING (12.7105811 46.0899853, 12.7109087 46.0896934, 12.7113932 46.0892197, 12.711695 46.0889029, 12.7121676 46.088443, 12.712525 46.0880657)",,,,,,,,
377856601,,track,False,True,5.863,,"LINESTRING (12.7105895 46.0900377, 12.7105811 46.0899853)",,,,,,,,
44820495,Via Partidor,unclassified,False,False,251.256,,"LINESTRING (12.7077952 46.0904294, 12.7071766 46.0926479)",,,,,,,,
44820495,Via Partidor,unclassified,False,True,16.507,,"LINESTRING (12.7077952 46.0904294, 12.7078235 46.0903278, 12.7078362 46.0902837)",,,,,,,,
377856603,,track,False,True,1013.006,,"LINESTRING (12.7077952 46.0904294, 12.7068483 46.0903937, 12.7055341 46.0903275, 12.7045681 46.0902574, 12.7035235 46.0902145, 12.7025014 46.0901561, 12.7016141 46.0901016, 12.7007099 46.0900743, 12.6999461 46.0900237, 12.698851 46.0899886, 12.697621 46.0899146, 12.6958351 46.0898212, 12.6947793 46.0897666, 12.6946964 46.0897625)",,,,,,,,
258917075,,track,False,False,243.07900000000004,,"LINESTRING (12.7090474 46.0981895, 12.709028 46.0982496, 12.7089798 46.0983538, 12.708851 46.0984802, 12.7084645 46.0988045, 12.7081909 46.0990798, 12.7080598 46.0992428, 12.7077647 46.099585, 12.7076092 46.0998472, 12.7075033 46.1000248, 12.7074835 46.1000668)",,,,,,,,
258917075,,track,False,True,1197.7969999999998,,"LINESTRING (12.7090474 46.0981895, 12.7090841 46.0980754, 12.7091538 46.097722, 12.7092075 46.0974747, 12.7092802 46.0971504, 12.7093201 46.0969502, 12.7093472 46.09673, 12.7093472 46.0964213, 12.7093496 46.0961727, 12.7093741 46.0959377, 12.709425 46.0957294, 12.7095028 46.0954969, 12.7095937 46.0953115, 12.7097412 46.0951385, 12.7098941 46.0949916, 12.7101168 46.0947944, 12.7102458 46.0946748, 12.7103018 46.0945991, 12.7103608 46.0945043, 12.7104306 46.0943239, 12.7104949 46.0941304, 12.7105489 46.094033, 12.7106371 46.093896, 12.7107366 46.0937094, 12.710809 46.0936071, 12.7108758 46.0935296, 12.7109885 46.0934459, 12.7111336 46.0933634, 12.7112686 46.0932765, 12.7113213 46.0932425, 12.7114635 46.0931328, 12.7116244 46.092917, 12.7117297 46.0927574, 12.7117693 46.0926975, 12.7118953 46.0925096, 12.7121448 46.0922678, 12.7122467 46.0921581, 12.7123191 46.0920409, 12.7124854 46.0917396, 12.7127831 46.0912206, 12.712928 46.0909676, 12.7129441 46.0908913, 12.7129414 46.0908337, 12.7129173 46.0907741, 12.7128985 46.0907239, 12.712877 46.0906569, 12.7129012 46.0905956, 12.7129548 46.0905528, 12.7130058 46.0904988, 12.7130594 46.0904337, 12.7130755 46.0903798, 12.7130648 46.0903314, 12.713046 46.0902793, 12.7130326 46.0902198, 12.7130272 46.0901584, 12.7130272 46.0900598, 12.7130487 46.0899705, 12.7130996 46.0898924, 12.7132257 46.0897901, 12.7133169 46.0897287, 12.7133625 46.0896822, 12.7134215 46.0895985, 12.7135368 46.0893864, 12.7137756 46.0889846, 12.7138828 46.0888265, 12.7141055 46.0885996, 12.7142128 46.0884731, 12.7142879 46.0883712)",,,,,,,,
377856614,,track,False,True,64.244,,"LINESTRING (12.6832573 46.0987961, 12.6833943 46.0988292, 12.6836564 46.098876, 12.6839384 46.0988952, 12.6840708 46.0989101)",,,,,,,,
258917075,,track,False,False,77.236,,"LINESTRING (12.7072986 46.1003887, 12.7071451 46.100647, 12.7069708 46.100978, 12.7069416 46.1010375)",,,,,,,,
258917075,,track,False,True,38.543,,"LINESTRING (12.7072986 46.1003887, 12.707459 46.1001188, 12.7074835 46.1000668)",,,,,,,,
258915812,,track,False,True,8.867,,"LINESTRING (12.7043667 46.103102, 12.7042652 46.1030645)",,,,,,,,
258915812,,track,False,False,162.26100000000002,,"LINESTRING (12.7043667 46.103102, 12.7044492 46.1031324, 12.7045619 46.1032031, 12.7047604 46.1032551, 12.7051144 46.1032961, 12.7055329 46.1033407, 12.7058416 46.1033418, 12.7060454 46.1033418, 12.7061927 46.1033295, 12.7062815 46.1033232, 12.7063512 46.1033195, 12.7063912 46.1033332)",,,,,,,,
377856592,,track,False,True,203.17900000000003,,"LINESTRING (12.7040562 46.1074701, 12.7038344 46.1073279, 12.7036855 46.1072773, 12.7035255 46.1072462, 12.7033823 46.1072209, 12.7032419 46.1072228, 12.7031295 46.1072501, 12.7030397 46.1072968, 12.7029554 46.1073143, 12.7027308 46.1072832, 12.7024388 46.1072014, 12.7019951 46.1070768, 12.7016416 46.1069983)",,,,,,,,
379094487,,track,False,True,312.80699999999996,,"LINESTRING (12.6835712 46.0757595, 12.6838451 46.0757754, 12.684119 46.0758013, 12.6843971 46.0758373, 12.6846358 46.0758445, 12.6848474 46.0758689, 12.6849782 46.0758848, 12.6851296 46.0759337, 12.6853268 46.0759841, 12.6856318 46.0760546, 12.6858456 46.0761108, 12.6859265 46.0761338, 12.6859867 46.0761842, 12.6860738 46.0762619, 12.6862004 46.0763843, 12.6863208 46.0764951, 12.6864453 46.0766175, 12.6865428 46.0767557, 12.686659 46.0769097, 12.6867797 46.0770282, 12.6868245 46.0770648)",,,,,,,,
379094490,,track,False,True,324.434,,"LINESTRING (12.6834616 46.0767504, 12.6835591 46.0767591, 12.6837833 46.0767749, 12.6838766 46.076785, 12.6839244 46.0768023, 12.6839596 46.0768411, 12.6839659 46.0768786, 12.6839513 46.0769232, 12.6839202 46.0770513, 12.6838891 46.0771765, 12.6838455 46.077355, 12.6838414 46.0774011, 12.6838476 46.0774371, 12.6838663 46.0774572, 12.6839534 46.0774774, 12.6841174 46.0774947, 12.6844224 46.0775594, 12.6848001 46.0776084, 12.6850616 46.0776473, 12.6852234 46.0776645, 12.6855119 46.0776919, 12.6858501 46.0777466, 12.6860695 46.0777974, 12.6861839 46.0778249, 12.6863923 46.0778971, 12.6865258 46.0779399)",,,,,,,,
379094487,,track,False,False,312.80699999999996,,"LINESTRING (12.6868245 46.0770648, 12.6867797 46.0770282, 12.686659 46.0769097, 12.6865428 46.0767557, 12.6864453 46.0766175, 12.6863208 46.0764951, 12.6862004 46.0763843, 12.6860738 46.0762619, 12.6859867 46.0761842, 12.6859265 46.0761338, 12.6858456 46.0761108, 12.6856318 46.0760546, 12.6853268 46.0759841, 12.6851296 46.0759337, 12.6849782 46.0758848, 12.6848474 46.0758689, 12.6846358 46.0758445, 12.6843971 46.0758373, 12.684119 46.0758013, 12.6838451 46.0757754, 12.6835712 46.0757595)",,,,,,,,
379094487,,track,False,True,104.73400000000001,,"LINESTRING (12.6868245 46.0770648, 12.686815 46.0770779, 12.6867959 46.0771206, 12.6867915 46.0771786, 12.6867959 46.0772356, 12.6867959 46.0773191, 12.6867841 46.0774616, 12.6867686 46.0775709, 12.6867481 46.0776859, 12.6867143 46.0777786, 12.6866835 46.0778559, 12.6866057 46.0779109, 12.6865258 46.0779399)",,,,,,,,
379094494,,track,False,False,134.822,,"LINESTRING (12.6868245 46.0770648, 12.6869184 46.0770859, 12.6870409 46.0771032, 12.6872525 46.0771147, 12.6874528 46.077127, 12.6877391 46.0771471, 12.6881251 46.0771601, 12.6884115 46.0771831, 12.6885575 46.0772011)",,,,,,,,
77512163,Via San Foca,unclassified,False,False,468.59799999999996,,"LINESTRING (12.6885575 46.0772011, 12.6882686 46.0781242, 12.6882565 46.0784538, 12.6882834 46.0787753, 12.6884086 46.0793406, 12.6885348 46.0797957, 12.6885886 46.0802508, 12.6885851 46.0810196, 12.6885771 46.0813766)",,,,,,,,
77512163,Via San Foca,unclassified,False,True,214.94799999999998,,"LINESTRING (12.6885575 46.0772011, 12.6885763 46.0771411, 12.68884 46.0763288, 12.6892141 46.0753227)",,,,,,,,
379094494,,track,False,True,134.822,,"LINESTRING (12.6885575 46.0772011, 12.6884115 46.0771831, 12.6881251 46.0771601, 12.6877391 46.0771471, 12.6874528 46.077127, 12.6872525 46.0771147, 12.6870409 46.0771032, 12.6869184 46.0770859, 12.6868245 46.0770648)",,,,,,,,
379094487,,track,False,False,104.73399999999998,,"LINESTRING (12.6865258 46.0779399, 12.6866057 46.0779109, 12.6866835 46.0778559, 12.6867143 46.0777786, 12.6867481 46.0776859, 12.6867686 46.0775709, 12.6867841 46.0774616, 12.6867959 46.0773191, 12.6867959 46.0772356, 12.6867915 46.0771786, 12.6867959 46.0771206, 12.686815 46.0770779, 12.6868245 46.0770648)",,,,,,,,
379094490,,track,False,False,324.43399999999997,,"LINESTRING (12.6865258 46.0779399, 12.6863923 46.0778971, 12.6861839 46.0778249, 12.6860695 46.0777974, 12.6858501 46.0777466, 12.6855119 46.0776919, 12.6852234 46.0776645, 12.6850616 46.0776473, 12.6848001 46.0776084, 12.6844224 46.0775594, 12.6841174 46.0774947, 12.6839534 46.0774774, 12.6838663 46.0774572, 12.6838476 46.0774371, 12.6838414 46.0774011, 12.6838455 46.077355, 12.6838891 46.0771765, 12.6839202 46.0770513, 12.6839513 46.0769232, 12.6839659 46.0768786, 12.6839596 46.0768411, 12.6839244 46.0768023, 12.6838766 46.076785, 12.6837833 46.0767749, 12.6835591 46.0767591, 12.6834616 46.0767504)",,,,,,,,
379094490,,track,False,True,327.255,,"LINESTRING (12.6865258 46.0779399, 12.6864818 46.0779938, 12.6864539 46.0780529, 12.6864451 46.0780916, 12.6864392 46.0782768, 12.686451 46.0785557, 12.6864745 46.0788041, 12.6864686 46.0790544, 12.6864803 46.0792763, 12.686451 46.0793748, 12.6863825 46.0795418, 12.6862435 46.0798081, 12.6860878 46.0800672, 12.686009 46.0802097, 12.685899 46.0803824, 12.6858201 46.0804875, 12.6856749 46.080617, 12.685559 46.0807218)",,,,,,,,
170133506,,track,False,False,4.196,,"LINESTRING (12.685559 46.0807218, 12.6855071 46.0807105)",,,,,,,,
170133506,,track,False,True,243.905,,"LINESTRING (12.685559 46.0807218, 12.6885771 46.0813766)",,,,,,,,
379094490,,track,False,False,327.255,,"LINESTRING (12.685559 46.0807218, 12.6856749 46.080617, 12.6858201 46.0804875, 12.685899 46.0803824, 12.686009 46.0802097, 12.6860878 46.0800672, 12.6862435 46.0798081, 12.6863825 46.0795418, 12.686451 46.0793748, 12.6864803 46.0792763, 12.6864686 46.0790544, 12.6864745 46.0788041, 12.686451 46.0785557, 12.6864392 46.0782768, 12.6864451 46.0780916, 12.6864539 46.0780529, 12.6864818 46.0779938, 12.6865258 46.0779399)",,,,,,,,
379094492,,track,False,True,64.03,,"LINESTRING (12.6853591 46.0858464, 12.6852118 46.0857859, 12.6850458 46.0857384, 12.68483 46.0857111, 12.6845844 46.0856517)",,,,,,,,
379094482,Via Pordenone,residential,False,True,137.425,,"LINESTRING (12.6601417 46.0860337, 12.6589003 46.0860337, 12.6583598 46.0860346)",,,,,,,,
77512057,Via Pordenone,tertiary,False,False,598.139,SR251,"LINESTRING (12.6583598 46.0860346, 12.6590686 46.0864472, 12.6600282 46.0870264, 12.6608747 46.0875267, 12.6618043 46.0880842, 12.6627023 46.0886163, 12.6634967 46.0890686, 12.6642973 46.0894939)",,,,,,5.01,,
379094482,Via Pordenone,residential,False,False,137.425,,"LINESTRING (12.6583598 46.0860346, 12.6589003 46.0860337, 12.6601417 46.0860337)",,,,,,,,
379094483,,track,False,True,126.287,,"LINESTRING (12.6729223 46.0884373, 12.6728754 46.0885513, 12.6728225 46.0886693, 12.672755 46.0888322, 12.6726934 46.0890194, 12.6726597 46.0891487, 12.6726259 46.0892555, 12.6725966 46.0893726, 12.672601 46.0894764, 12.6725794 46.0895434)",,,,,,,,
170132576,,track,False,False,680.238,,"LINESTRING (12.6787979 46.0905252, 12.6786315 46.0896018, 12.6785017 46.0878394, 12.6783311 46.086685, 12.6782131 46.0858813, 12.6780833 46.0852871, 12.6779223 46.0848257, 12.6777839 46.0845195, 12.6777316 46.0844751)",,,,,,,,
"[170132576, 77512356]",,track,False,True,142.935,,"LINESTRING (12.6787979 46.0905252, 12.6788235 46.090667, 12.6790396 46.0913766, 12.679051 46.0917938)",,,,,,,,
379094485,,track,False,True,198.28599999999994,,"LINESTRING (12.6787979 46.0905252, 12.6786228 46.0905532, 12.6784516 46.0906064, 12.6781904 46.0906817, 12.6779792 46.0907285, 12.6777649 46.0907692, 12.6776064 46.0907773, 12.6774744 46.0907651, 12.6773687 46.0907651, 12.6772572 46.0907814, 12.6771105 46.0908058, 12.6768786 46.0908486, 12.6766967 46.0908832, 12.6766174 46.0909117, 12.6765822 46.0909707, 12.6765822 46.0910134, 12.6765822 46.0910501, 12.6765061 46.0910836)",,,,,,,,
379094491,,track,False,True,217.28300000000002,,"LINESTRING (12.6385416 46.1221835, 12.6385962 46.122238, 12.6386509 46.1223395, 12.638734 46.122529, 12.6388389 46.122732, 12.6389242 46.1228699, 12.6389395 46.1229002, 12.638957 46.1229108, 12.6390182 46.1229017, 12.6393112 46.1228517, 12.6394292 46.1228487, 12.6395014 46.1228578, 12.6395385 46.122882, 12.6395845 46.1229927, 12.6396763 46.1231639, 12.6397353 46.1233169, 12.6397965 46.1234594, 12.6398512 46.1235261, 12.6399305 46.1235613)",,,,,,,,
743622535,,track,False,True,56.79599999999999,,"LINESTRING (12.6398746 46.1229252, 12.6400167 46.123157, 12.6400626 46.1232707, 12.640108 46.123408)",,,,,,,,
379094491,,track,False,False,50.367000000000004,,"LINESTRING (12.6351507 46.1290906, 12.6353053 46.1292341, 12.6354289 46.1293756, 12.6355062 46.1294699)",,,,,,,,
379094489,,track,False,False,59.358999999999995,,"LINESTRING (12.6355062 46.1294699, 12.6355557 46.1294949, 12.6356392 46.1294949, 12.6357196 46.1295067, 12.635851 46.1295882, 12.6360009 46.1296878, 12.6361246 46.1297574)",,,,,,,,
379094489,,track,False,True,327.968,,"LINESTRING (12.6355062 46.1294699, 12.6354246 46.1295593, 12.6352468 46.1297243, 12.6351154 46.1298925, 12.6349717 46.1300993, 12.6348202 46.1302825, 12.6346795 46.1304229, 12.6344538 46.130605, 12.6342574 46.1307743, 12.634143 46.1309125, 12.6340704 46.13101, 12.6340333 46.1311471, 12.6339776 46.1313164, 12.6339173 46.1314856, 12.6338663 46.1315949, 12.6337952 46.131746, 12.6337411 46.1319217, 12.6336839 46.1320224, 12.6336421 46.1320743)",,,,,,,,
379094491,,track,False,False,750.4470000000001,,"LINESTRING (12.6355062 46.1294699, 12.6356175 46.1293499, 12.6358649 46.1291163, 12.636137 46.1288184, 12.6363936 46.1285785, 12.6365327 46.1284177, 12.6365637 46.1283749, 12.6365606 46.1282377, 12.6365729 46.1279956, 12.6366224 46.1277877, 12.6366966 46.1275992, 12.6367584 46.1274835, 12.6369316 46.1273463, 12.6370305 46.1272263, 12.6370924 46.127102, 12.6372841 46.1267163, 12.6375809 46.1262577, 12.6381127 46.1256277, 12.638459 46.125122, 12.6389351 46.1245134, 12.6392876 46.1241448, 12.6395597 46.1238941, 12.6398163 46.123669, 12.6399305 46.1235613)",,,,,,,,
379094491,,track,False,True,50.367000000000004,,"LINESTRING (12.6355062 46.1294699, 12.6354289 46.1293756, 12.6353053 46.1292341, 12.6351507 46.1290906)",,,,,,,,
379094486,,track,False,True,349.719,,"LINESTRING (12.639731 46.129554, 12.6396632 46.1294237, 12.6396479 46.1293797, 12.6395889 46.1293585, 12.6395145 46.1293631, 12.6394293 46.1293858, 12.6393658 46.1293903, 12.6392981 46.1293585, 12.6392478 46.1293025, 12.6391778 46.1291388, 12.6391188 46.1289888, 12.6390663 46.1289161, 12.6390226 46.1288979, 12.6389592 46.12891, 12.6388608 46.1289237, 12.6385569 46.1290085, 12.638159 46.1291237, 12.6377021 46.1292403, 12.6371446 46.1294025, 12.6367314 46.1295176, 12.6365225 46.1295998, 12.6363038 46.1296785, 12.6361246 46.1297574)",,,,,,,,
379094486,,track,False,False,349.719,,"LINESTRING (12.6361246 46.1297574, 12.6363038 46.1296785, 12.6365225 46.1295998, 12.6367314 46.1295176, 12.6371446 46.1294025, 12.6377021 46.1292403, 12.638159 46.1291237, 12.6385569 46.1290085, 12.6388608 46.1289237, 12.6389592 46.12891, 12.6390226 46.1288979, 12.6390663 46.1289161, 12.6391188 46.1289888, 12.6391778 46.1291388, 12.6392478 46.1293025, 12.6392981 46.1293585, 12.6393658 46.1293903, 12.6394293 46.1293858, 12.6395145 46.1293631, 12.6395889 46.1293585, 12.6396479 46.1293797, 12.6396632 46.1294237, 12.639731 46.129554)",,,,,,,,
379094489,,track,False,False,151.434,,"LINESTRING (12.6361246 46.1297574, 12.6362544 46.1298895, 12.636494 46.1300974, 12.6365806 46.1301949, 12.6367954 46.1303781, 12.6369593 46.1305163, 12.6370072 46.1305463, 12.6370382 46.130557, 12.6370753 46.1305495, 12.6374765 46.1304101)",,,,,,,,
