osmid,y,x,street_count,highway,geometry,lts,message
377013551,45.9023099,11.0553551,3,,POINT (11.0553551 45.9023099),3.0,Node LTS is max intersecting LTS
377015190,45.8864239,11.0867647,3,,POINT (11.0867647 45.8864239),3.0,Node LTS is max intersecting LTS
382388175,45.8436278,11.0084109,3,,POINT (11.0084109 45.8436278),3.0,Node LTS is max intersecting LTS
382388189,45.8443276,11.0119956,3,,POINT (11.0119956 45.8443276),2.0,Node LTS is max intersecting LTS
385492567,45.8967679,11.1032778,4,,POINT (11.1032778 45.8967679),2.0,Node LTS is max intersecting LTS
385492573,45.8969969,11.1035246,3,,POINT (11.1035246 45.8969969),2.0,Node LTS is max intersecting LTS
385492591,45.8959642,11.1040704,4,,POINT (11.1040704 45.8959642),2.0,Node LTS is max intersecting LTS
385492596,45.8961328,11.1044852,4,,POINT (11.1044852 45.8961328),0.0,Node LTS is max intersecting LTS
385492604,45.8967891,11.1045855,3,,POINT (11.1045855 45.8967891),,Node not found in edges
385492632,45.899101,11.1054061,3,,POINT (11.1054061 45.899101),,Node not found in edges
385492728,45.8905653,11.0945262,4,,POINT (11.0945262 45.8905653),,Node not found in edges
385492813,45.8957685,11.0863017,3,,POINT (11.0863017 45.8957685),3.0,Node LTS is max intersecting LTS
385492827,45.8955802,11.0872558,3,,POINT (11.0872558 45.8955802),,Node not found in edges
389042804,45.895477,11.0975718,3,,POINT (11.0975718 45.895477),2.0,Node LTS is max intersecting LTS
389042823,45.8943131,11.0936151,3,,POINT (11.0936151 45.8943131),,Node not found in edges
389042824,45.8908399,11.0734939,3,,POINT (11.0734939 45.8908399),,Node not found in edges
389042826,45.8902134,11.0733252,3,,POINT (11.0733252 45.8902134),,Node not found in edges
389042830,45.889857,11.0736925,3,,POINT (11.0736925 45.889857),,Node not found in edges
389042845,45.8885594,11.0745712,3,,POINT (11.0745712 45.8885594),,Node not found in edges
389042864,45.8875093,11.0709666,4,,POINT (11.0709666 45.8875093),,Node not found in edges
389042875,45.8867133,11.0703498,3,,POINT (11.0703498 45.8867133),,Node not found in edges
389042881,45.8865701,11.0695006,3,,POINT (11.0695006 45.8865701),2.0,Node LTS is max intersecting LTS
389042902,45.8870358,11.0663144,3,,POINT (11.0663144 45.8870358),3.0,Node LTS is max intersecting LTS
389042903,45.8912689,11.0653329,3,,POINT (11.0653329 45.8912689),3.0,Node LTS is max intersecting LTS
389042953,45.8843198,11.070168,3,,POINT (11.070168 45.8843198),4.0,Node LTS is max intersecting LTS
389042958,45.8842813,11.0702362,3,,POINT (11.0702362 45.8842813),4.0,Node LTS is max intersecting LTS
389042965,45.8887331,11.053881,3,,POINT (11.053881 45.8887331),3.0,Node LTS is max intersecting LTS
389042966,45.888354,11.0505704,3,,POINT (11.0505704 45.888354),3.0,Node LTS is max intersecting LTS
389042982,45.8875389,11.0491698,3,,POINT (11.0491698 45.8875389),2.0,Node LTS is max intersecting LTS
389044738,45.8935801,11.0883929,3,,POINT (11.0883929 45.8935801),,Node not found in edges
389044747,45.892747,11.0869987,3,,POINT (11.0869987 45.892747),3.0,Node LTS is max intersecting LTS
390471537,45.8826388,11.0728329,4,,POINT (11.0728329 45.8826388),4.0,Node LTS is max intersecting LTS
390471540,45.8824798,11.073131,3,,POINT (11.073131 45.8824798),2.0,Node LTS is max intersecting LTS
390471550,45.8820284,11.0748547,4,,POINT (11.0748547 45.8820284),4.0,Node LTS is max intersecting LTS
390471599,45.8955318,11.0975248,3,,POINT (11.0975248 45.8955318),2.0,Node LTS is max intersecting LTS
390471600,45.9008107,11.0981632,3,,POINT (11.0981632 45.9008107),2.0,Node LTS is max intersecting LTS
390471645,45.8956519,11.0936602,3,,POINT (11.0936602 45.8956519),,Node not found in edges
390471668,45.8958211,11.09214,4,,POINT (11.09214 45.8958211),,Node not found in edges
390471688,45.8958282,11.0893568,3,,POINT (11.0893568 45.8958282),,Node not found in edges
390471689,45.8953611,11.0883595,3,,POINT (11.0883595 45.8953611),,Node not found in edges
390471716,45.8937251,11.0732485,4,,POINT (11.0732485 45.8937251),,Node not found in edges
393421001,45.8574341,11.0353761,3,,POINT (11.0353761 45.8574341),3.0,Node LTS is max intersecting LTS
393421021,45.8602852,11.0350833,3,,POINT (11.0350833 45.8602852),3.0,Node LTS is max intersecting LTS
400878866,45.9056487,11.043591,3,,POINT (11.043591 45.9056487),2.0,Node LTS is max intersecting LTS
401886590,45.8871279,11.050609,3,,POINT (11.050609 45.8871279),3.0,Node LTS is max intersecting LTS
410284343,45.8830792,11.0944348,3,,POINT (11.0944348 45.8830792),,Node not found in edges
410284384,45.8794962,11.0932113,3,,POINT (11.0932113 45.8794962),,Node not found in edges
410284475,45.8818563,11.0897607,3,,POINT (11.0897607 45.8818563),2.0,Node LTS is max intersecting LTS
410284503,45.8802509,11.0885906,3,,POINT (11.0885906 45.8802509),,Node not found in edges
410284537,45.8769725,11.0904525,3,,POINT (11.0904525 45.8769725),2.0,Node LTS is max intersecting LTS
410284611,45.8740485,11.0934302,3,,POINT (11.0934302 45.8740485),,Node not found in edges
410284685,45.878486,11.0839697,3,,POINT (11.0839697 45.878486),4.0,Node LTS is max intersecting LTS
410284688,45.8793339,11.0802734,3,,POINT (11.0802734 45.8793339),4.0,Node LTS is max intersecting LTS
410284752,45.8810905,11.0732296,3,,POINT (11.0732296 45.8810905),2.0,Node LTS is max intersecting LTS
410284761,45.8816707,11.0721576,3,,POINT (11.0721576 45.8816707),2.0,Node LTS is max intersecting LTS
410284764,45.877901,11.0903194,3,,POINT (11.0903194 45.877901),2.0,Node LTS is max intersecting LTS
410284806,45.8768153,11.0948849,3,,POINT (11.0948849 45.8768153),2.0,Node LTS is max intersecting LTS
410339913,45.8940432,11.1065205,3,,POINT (11.1065205 45.8940432),,Node not found in edges
410339917,45.8947395,11.1058589,3,,POINT (11.1058589 45.8947395),,Node not found in edges
410339925,45.8956702,11.1050346,3,,POINT (11.1050346 45.8956702),2.0,Node LTS is max intersecting LTS
410339931,45.8962508,11.1046546,3,,POINT (11.1046546 45.8962508),,Node not found in edges
410339933,45.8900606,11.0976621,3,,POINT (11.0976621 45.8900606),,Node not found in edges
410405165,45.888875,11.095961,4,,POINT (11.095961 45.888875),,Node not found in edges
411064563,45.8962352,11.0389598,3,,POINT (11.0389598 45.8962352),2.0,Node LTS is max intersecting LTS
411064573,45.8960838,11.0404442,3,,POINT (11.0404442 45.8960838),2.0,Node LTS is max intersecting LTS
411064574,45.8968582,11.0409446,3,,POINT (11.0409446 45.8968582),2.0,Node LTS is max intersecting LTS
411064589,45.8968404,11.043028,3,,POINT (11.043028 45.8968404),2.0,Node LTS is max intersecting LTS
411064599,45.8965803,11.0417601,3,,POINT (11.0417601 45.8965803),2.0,Node LTS is max intersecting LTS
412193907,45.8990235,11.1000387,3,,POINT (11.1000387 45.8990235),2.0,Node LTS is max intersecting LTS
412193917,45.8981096,11.1002221,3,,POINT (11.1002221 45.8981096),2.0,Node LTS is max intersecting LTS
412193921,45.8950016,11.0930115,3,,POINT (11.0930115 45.8950016),,Node not found in edges
412193932,45.8943672,11.0923854,4,,POINT (11.0923854 45.8943672),,Node not found in edges
412193941,45.8935645,11.0902127,3,,POINT (11.0902127 45.8935645),,Node not found in edges
412193942,45.8943646,11.0804675,3,,POINT (11.0804675 45.8943646),,Node not found in edges
412193962,45.8913981,11.0803024,3,,POINT (11.0803024 45.8913981),2.0,Node LTS is max intersecting LTS
412193963,45.8878818,11.0797405,3,,POINT (11.0797405 45.8878818),,Node not found in edges
412193972,45.8880263,11.0782556,3,,POINT (11.0782556 45.8880263),,Node not found in edges
412193975,45.8878166,11.0777829,3,,POINT (11.0777829 45.8878166),,Node not found in edges
412193976,45.8877134,11.0775821,3,,POINT (11.0775821 45.8877134),3.0,Node LTS is max intersecting LTS
412193988,45.886041,11.0774335,3,,POINT (11.0774335 45.886041),,Node not found in edges
412194001,45.8864014,11.0760266,4,,POINT (11.0760266 45.8864014),3.0,Node LTS is max intersecting LTS
412194015,45.8861682,11.0749935,3,,POINT (11.0749935 45.8861682),3.0,Node LTS is max intersecting LTS
412194038,45.8871356,11.0721393,3,,POINT (11.0721393 45.8871356),3.0,Node LTS is max intersecting LTS
412194043,45.887015,11.0720492,3,,POINT (11.0720492 45.887015),2.0,Node LTS is max intersecting LTS
412194073,45.8844274,11.0728644,3,,POINT (11.0728644 45.8844274),4.0,Node LTS is max intersecting LTS
412194092,45.8835666,11.0709072,3,,POINT (11.0709072 45.8835666),4.0,Node LTS is max intersecting LTS
412194098,45.8850673,11.0763233,3,,POINT (11.0763233 45.8850673),3.0,Node LTS is max intersecting LTS
412194100,45.887107,11.0724181,3,,POINT (11.0724181 45.887107),3.0,Node LTS is max intersecting LTS
414193817,45.8605372,11.0358955,4,,POINT (11.0358955 45.8605372),3.0,Node LTS is max intersecting LTS
414193818,45.8610609,11.0362605,3,,POINT (11.0362605 45.8610609),3.0,Node LTS is max intersecting LTS
414975031,45.8879718,11.0932408,4,,POINT (11.0932408 45.8879718),2.0,Node LTS is max intersecting LTS
414975101,45.8835324,11.0902982,3,,POINT (11.0902982 45.8835324),,Node not found in edges
414975124,45.882937,11.0893484,3,,POINT (11.0893484 45.882937),,Node not found in edges
414975144,45.8832961,11.0870904,4,crossing,POINT (11.0870904 45.8832961),3.0,Node LTS is max intersecting LTS
414975146,45.8846539,11.0785855,3,,POINT (11.0785855 45.8846539),3.0,Node LTS is max intersecting LTS
414975158,45.8856968,11.0789338,4,,POINT (11.0789338 45.8856968),3.0,Node LTS is max intersecting LTS
414975160,45.8828746,11.0793354,3,,POINT (11.0793354 45.8828746),3.0,Node LTS is max intersecting LTS
414975197,45.8831819,11.0771759,4,,POINT (11.0771759 45.8831819),3.0,Node LTS is max intersecting LTS
414975198,45.8813614,11.0773926,3,,POINT (11.0773926 45.8813614),3.0,Node LTS is max intersecting LTS
414975210,45.8817236,11.0767067,4,,POINT (11.0767067 45.8817236),3.0,Node LTS is max intersecting LTS
414975212,45.8820527,11.0715954,3,,POINT (11.0715954 45.8820527),4.0,Node LTS is max intersecting LTS
414975234,45.8831982,11.0707541,3,,POINT (11.0707541 45.8831982),4.0,Node LTS is max intersecting LTS
415750600,45.896957,11.0429717,3,,POINT (11.0429717 45.896957),2.0,Node LTS is max intersecting LTS
415750609,45.8979872,11.0440282,3,,POINT (11.0440282 45.8979872),2.0,Node LTS is max intersecting LTS
416626417,45.8903507,11.0433241,1,,POINT (11.0433241 45.8903507),1.0,Node LTS is max intersecting LTS
416626426,45.8903313,11.0421315,3,,POINT (11.0421315 45.8903313),1.0,Node LTS is max intersecting LTS
417014300,45.8968382,11.0457926,4,,POINT (11.0457926 45.8968382),,Node not found in edges
417014320,45.8961858,11.0466647,3,,POINT (11.0466647 45.8961858),2.0,Node LTS is max intersecting LTS
417014333,45.8558529,11.0466978,3,,POINT (11.0466978 45.8558529),0.0,Node LTS is max intersecting LTS
417014470,45.8600302,11.0392474,3,,POINT (11.0392474 45.8600302),,Node not found in edges
417014478,45.8597511,11.0387712,3,,POINT (11.0387712 45.8597511),3.0,Node LTS is max intersecting LTS
417014495,45.8566458,11.0341706,3,,POINT (11.0341706 45.8566458),,Node not found in edges
417014590,45.8618347,11.0296667,3,,POINT (11.0296667 45.8618347),,Node not found in edges
417014664,45.8654041,11.0331651,3,,POINT (11.0331651 45.8654041),2.0,Node LTS is max intersecting LTS
417014668,45.9001489,11.0354134,3,,POINT (11.0354134 45.9001489),,Node not found in edges
417389918,45.887595,11.0228325,3,,POINT (11.0228325 45.887595),2.0,Node LTS is max intersecting LTS
417389928,45.887049,11.0233232,3,,POINT (11.0233232 45.887049),2.0,Node LTS is max intersecting LTS
417394597,45.8838235,11.0287436,1,,POINT (11.0287436 45.8838235),,Node not found in edges
417394602,45.8844531,11.0300931,3,,POINT (11.0300931 45.8844531),2.0,Node LTS is max intersecting LTS
417394605,45.8832988,11.0307999,3,,POINT (11.0307999 45.8832988),1.0,Node LTS is max intersecting LTS
417395976,45.8862444,11.0163576,3,,POINT (11.0163576 45.8862444),1.0,Node LTS is max intersecting LTS
417396681,45.8968788,11.0289167,4,,POINT (11.0289167 45.8968788),2.0,Node LTS is max intersecting LTS
417397610,45.8967274,11.0307271,1,,POINT (11.0307271 45.8967274),2.0,Node LTS is max intersecting LTS
417397611,45.8962435,11.0324234,3,,POINT (11.0324234 45.8962435),2.0,Node LTS is max intersecting LTS
417398075,45.8964183,11.0319394,3,,POINT (11.0319394 45.8964183),2.0,Node LTS is max intersecting LTS
417398076,45.8968301,11.032202,1,,POINT (11.032202 45.8968301),,Node not found in edges
417398078,45.896109,11.0323484,3,,POINT (11.0323484 45.896109),2.0,Node LTS is max intersecting LTS
417398080,45.8963537,11.0338886,1,,POINT (11.0338886 45.8963537),2.0,Node LTS is max intersecting LTS
417399784,45.8938909,11.0277304,3,,POINT (11.0277304 45.8938909),2.0,Node LTS is max intersecting LTS
417399788,45.8930853,11.0312375,3,,POINT (11.0312375 45.8930853),2.0,Node LTS is max intersecting LTS
417399789,45.8923984,11.0306748,1,,POINT (11.0306748 45.8923984),,Node not found in edges
417399791,45.8938533,11.0291976,1,,POINT (11.0291976 45.8938533),2.0,Node LTS is max intersecting LTS
417399802,45.8858901,11.0290897,1,,POINT (11.0290897 45.8858901),2.0,Node LTS is max intersecting LTS
417399803,45.8859977,11.0280499,3,,POINT (11.0280499 45.8859977),2.0,Node LTS is max intersecting LTS
417399804,45.8864363,11.0279595,1,,POINT (11.0279595 45.8864363),2.0,Node LTS is max intersecting LTS
417399901,45.8867885,11.0284671,3,,POINT (11.0284671 45.8867885),2.0,Node LTS is max intersecting LTS
417399902,45.8867178,11.0278176,3,,POINT (11.0278176 45.8867178),2.0,Node LTS is max intersecting LTS
417399903,45.8869243,11.0278272,1,,POINT (11.0278272 45.8869243),2.0,Node LTS is max intersecting LTS
417402160,45.8867399,11.0279639,3,,POINT (11.0279639 45.8867399),2.0,Node LTS is max intersecting LTS
417402161,45.8866321,11.0279878,1,,POINT (11.0279878 45.8866321),2.0,Node LTS is max intersecting LTS
417402165,45.8874247,11.0261212,3,,POINT (11.0261212 45.8874247),2.0,Node LTS is max intersecting LTS
417402169,45.8879906,11.0259134,3,,POINT (11.0259134 45.8879906),2.0,Node LTS is max intersecting LTS
417402170,45.8880948,11.0239388,3,,POINT (11.0239388 45.8880948),2.0,Node LTS is max intersecting LTS
417402181,45.8862189,11.0211799,3,,POINT (11.0211799 45.8862189),2.0,Node LTS is max intersecting LTS
417402188,45.8878698,11.0215744,3,,POINT (11.0215744 45.8878698),2.0,Node LTS is max intersecting LTS
417409294,45.8967345,11.0424275,3,,POINT (11.0424275 45.8967345),2.0,Node LTS is max intersecting LTS
417409325,45.8931798,11.0412689,3,,POINT (11.0412689 45.8931798),3.0,Node LTS is max intersecting LTS
417409328,45.8932301,11.0425869,3,,POINT (11.0425869 45.8932301),3.0,Node LTS is max intersecting LTS
417409330,45.8941308,11.0424523,1,,POINT (11.0424523 45.8941308),,Node not found in edges
417894612,45.8957608,11.0269204,3,,POINT (11.0269204 45.8957608),2.0,Node LTS is max intersecting LTS
418799936,45.8862588,11.0568866,3,,POINT (11.0568866 45.8862588),2.0,Node LTS is max intersecting LTS
418799988,45.8872012,11.0525351,3,,POINT (11.0525351 45.8872012),2.0,Node LTS is max intersecting LTS
418800004,45.8857182,11.0556173,1,,POINT (11.0556173 45.8857182),,Node not found in edges
418800005,45.8858712,11.0555693,3,,POINT (11.0555693 45.8858712),,Node not found in edges
418800029,45.8862142,11.0553474,3,,POINT (11.0553474 45.8862142),,Node not found in edges
418800039,45.8868595,11.0555886,2,,POINT (11.0555886 45.8868595),,Node not found in edges
418800048,45.8871766,11.0533226,3,,POINT (11.0533226 45.8871766),2.0,Node LTS is max intersecting LTS
418804604,45.916628,11.0488662,3,,POINT (11.0488662 45.916628),,Node not found in edges
418909265,45.8934613,11.0358222,3,,POINT (11.0358222 45.8934613),2.0,Node LTS is max intersecting LTS
418909268,45.893395,11.0357262,3,,POINT (11.0357262 45.893395),,Node not found in edges
419250930,45.8930906,11.0476738,3,,POINT (11.0476738 45.8930906),3.0,Node LTS is max intersecting LTS
419250933,45.8919284,11.0472606,3,,POINT (11.0472606 45.8919284),2.0,Node LTS is max intersecting LTS
419250940,45.8909972,11.0471838,3,,POINT (11.0471838 45.8909972),3.0,Node LTS is max intersecting LTS
419250941,45.8910047,11.0472082,3,,POINT (11.0472082 45.8910047),3.0,Node LTS is max intersecting LTS
419250948,45.8893841,11.0470644,4,,POINT (11.0470644 45.8893841),2.0,Node LTS is max intersecting LTS
419250949,45.8913102,11.047181,3,,POINT (11.047181 45.8913102),2.0,Node LTS is max intersecting LTS
419251037,45.8998624,11.0543933,3,,POINT (11.0543933 45.8998624),3.0,Node LTS is max intersecting LTS
419251115,45.9025754,11.0745974,3,,POINT (11.0745974 45.9025754),,Node not found in edges
419251156,45.904001,11.0768371,3,,POINT (11.0768371 45.904001),2.0,Node LTS is max intersecting LTS
419251306,45.8916118,11.0848015,4,,POINT (11.0848015 45.8916118),3.0,Node LTS is max intersecting LTS
419251324,45.892638,11.0869605,3,,POINT (11.0869605 45.892638),,Node not found in edges
419251325,45.8926969,11.0870249,3,,POINT (11.0870249 45.8926969),3.0,Node LTS is max intersecting LTS
419693597,45.8933806,11.0360401,3,,POINT (11.0360401 45.8933806),2.0,Node LTS is max intersecting LTS
419693606,45.8935301,11.0356361,3,,POINT (11.0356361 45.8935301),2.0,Node LTS is max intersecting LTS
419693607,45.8940612,11.0360787,3,,POINT (11.0360787 45.8940612),,Node not found in edges
419693608,45.8941664,11.036107,3,,POINT (11.036107 45.8941664),2.0,Node LTS is max intersecting LTS
419693609,45.8941933,11.0358913,2,,POINT (11.0358913 45.8941933),2.0,Node LTS is max intersecting LTS
419693610,45.8940877,11.0358637,3,,POINT (11.0358637 45.8940877),,Node not found in edges
419693611,45.8936591,11.0358874,3,,POINT (11.0358874 45.8936591),,Node not found in edges
419693612,45.8940736,11.0359777,3,,POINT (11.0359777 45.8940736),,Node not found in edges
419693613,45.89361,11.0361056,3,,POINT (11.0361056 45.89361),,Node not found in edges
419693614,45.8936715,11.0356986,3,,POINT (11.0356986 45.8936715),,Node not found in edges
419693619,45.8937193,11.0376624,4,,POINT (11.0376624 45.8937193),2.0,Node LTS is max intersecting LTS
419693626,45.8887712,11.0451446,2,,POINT (11.0451446 45.8887712),1.0,Node LTS is max intersecting LTS
425492630,45.8827651,11.0945147,3,,POINT (11.0945147 45.8827651),,Node not found in edges
425492656,45.8820278,11.0966721,3,,POINT (11.0966721 45.8820278),,Node not found in edges
425492660,45.8817911,11.0968725,3,,POINT (11.0968725 45.8817911),,Node not found in edges
425492693,45.8811687,11.0940753,4,,POINT (11.0940753 45.8811687),,Node not found in edges
425492694,45.878844,11.096866,3,,POINT (11.096866 45.878844),,Node not found in edges
425492749,45.8768985,11.0958121,3,,POINT (11.0958121 45.8768985),2.0,Node LTS is max intersecting LTS
425492759,45.8767528,11.0903565,3,,POINT (11.0903565 45.8767528),3.0,Node LTS is max intersecting LTS
425492816,45.8812175,11.0776064,3,,POINT (11.0776064 45.8812175),3.0,Node LTS is max intersecting LTS
426688298,45.9059956,11.0425461,3,,POINT (11.0425461 45.9059956),2.0,Node LTS is max intersecting LTS
426688301,45.9054676,11.0424607,3,,POINT (11.0424607 45.9054676),2.0,Node LTS is max intersecting LTS
426688304,45.9047561,11.0425655,3,,POINT (11.0425655 45.9047561),2.0,Node LTS is max intersecting LTS
426688306,45.9044297,11.0406868,3,,POINT (11.0406868 45.9044297),2.0,Node LTS is max intersecting LTS
426688324,45.9040254,11.0421919,3,crossing,POINT (11.0421919 45.9040254),2.0,Node LTS is max intersecting LTS
430831202,45.8854271,11.0443801,3,,POINT (11.0443801 45.8854271),3.0,Node LTS is max intersecting LTS
430831209,45.8845861,11.0451038,3,,POINT (11.0451038 45.8845861),,Node not found in edges
430831210,45.8840554,11.044801,3,,POINT (11.044801 45.8840554),3.0,Node LTS is max intersecting LTS
430833905,45.8890405,11.0439413,3,,POINT (11.0439413 45.8890405),1.0,Node LTS is max intersecting LTS
430833906,45.8888147,11.0440067,3,,POINT (11.0440067 45.8888147),1.0,Node LTS is max intersecting LTS
430833910,45.8890343,11.0443926,3,,POINT (11.0443926 45.8890343),1.0,Node LTS is max intersecting LTS
430833911,45.8892172,11.0453314,3,,POINT (11.0453314 45.8892172),1.0,Node LTS is max intersecting LTS
430833915,45.8890933,11.0463596,3,,POINT (11.0463596 45.8890933),3.0,Node LTS is max intersecting LTS
430833916,45.8884205,11.0462829,3,,POINT (11.0462829 45.8884205),3.0,Node LTS is max intersecting LTS
431257842,45.8973403,11.0783211,3,,POINT (11.0783211 45.8973403),,Node not found in edges
431332015,45.8820606,11.0870977,3,,POINT (11.0870977 45.8820606),3.0,Node LTS is max intersecting LTS
431332028,45.8810135,11.0888299,4,,POINT (11.0888299 45.8810135),,Node not found in edges
431332190,45.8816611,11.0721385,3,,POINT (11.0721385 45.8816611),3.0,Node LTS is max intersecting LTS
431332195,45.8819101,11.0715039,3,,POINT (11.0715039 45.8819101),4.0,Node LTS is max intersecting LTS
433264358,45.8985815,11.0892098,3,,POINT (11.0892098 45.8985815),2.0,Node LTS is max intersecting LTS
433264377,45.8975247,11.0861578,3,,POINT (11.0861578 45.8975247),3.0,Node LTS is max intersecting LTS
433264414,45.8841909,11.0704102,3,,POINT (11.0704102 45.8841909),4.0,Node LTS is max intersecting LTS
434396204,45.8952419,11.0433991,3,,POINT (11.0433991 45.8952419),2.0,Node LTS is max intersecting LTS
434396232,45.894192,11.0435494,3,,POINT (11.0435494 45.894192),2.0,Node LTS is max intersecting LTS
434396234,45.8942952,11.0431233,3,,POINT (11.0431233 45.8942952),,Node not found in edges
434396259,45.8943708,11.0414709,3,,POINT (11.0414709 45.8943708),2.0,Node LTS is max intersecting LTS
434396262,45.8942534,11.0422769,3,,POINT (11.0422769 45.8942534),,Node not found in edges
434396281,45.8948457,11.0419434,4,,POINT (11.0419434 45.8948457),,Node not found in edges
434396283,45.8948998,11.0416199,3,,POINT (11.0416199 45.8948998),2.0,Node LTS is max intersecting LTS
434396299,45.8947621,11.0426139,4,,POINT (11.0426139 45.8947621),,Node not found in edges
434396304,45.8951152,11.0424623,4,,POINT (11.0424623 45.8951152),,Node not found in edges
434396311,45.8950923,11.042054,3,,POINT (11.042054 45.8950923),,Node not found in edges
434396315,45.8952156,11.0419285,1,,POINT (11.0419285 45.8952156),,Node not found in edges
434396320,45.8952009,11.043103,3,,POINT (11.043103 45.8952009),,Node not found in edges
434396348,45.8948794,11.0425688,4,,POINT (11.0425688 45.8948794),,Node not found in edges
434396353,45.8949717,11.0423556,3,,POINT (11.0423556 45.8949717),,Node not found in edges
434396355,45.8950639,11.0430382,3,,POINT (11.0430382 45.8950639),,Node not found in edges
434396369,45.8949767,11.0426706,3,,POINT (11.0426706 45.8949767),,Node not found in edges
434396371,45.8944711,11.0430633,3,,POINT (11.0430633 45.8944711),,Node not found in edges
434396383,45.8947111,11.0425856,3,,POINT (11.0425856 45.8947111),,Node not found in edges
434507982,45.854152,11.0408857,3,,POINT (11.0408857 45.854152),,Node not found in edges
434508017,45.8537154,11.038291,3,,POINT (11.038291 45.8537154),,Node not found in edges
442366899,45.8987751,11.0422974,3,,POINT (11.0422974 45.8987751),2.0,Node LTS is max intersecting LTS
442366901,45.8985814,11.0423607,3,,POINT (11.0423607 45.8985814),2.0,Node LTS is max intersecting LTS
442374027,45.8984518,11.0421756,3,crossing,POINT (11.0421756 45.8984518),2.0,Node LTS is max intersecting LTS
442374028,45.8986095,11.0421969,3,,POINT (11.0421969 45.8986095),2.0,Node LTS is max intersecting LTS
443072962,45.9067984,11.063125,3,,POINT (11.063125 45.9067984),3.0,Node LTS is max intersecting LTS
443072975,45.9053607,11.0659357,3,,POINT (11.0659357 45.9053607),3.0,Node LTS is max intersecting LTS
443706194,45.8888681,11.0880528,3,,POINT (11.0880528 45.8888681),,Node not found in edges
443706234,45.8934456,11.0917073,3,,POINT (11.0917073 45.8934456),,Node not found in edges
443706237,45.893594,11.0915833,3,,POINT (11.0915833 45.893594),,Node not found in edges
443711189,45.8967305,11.1097431,4,,POINT (11.1097431 45.8967305),2.0,Node LTS is max intersecting LTS
454556633,45.8932995,11.1172773,3,,POINT (11.1172773 45.8932995),2.0,Node LTS is max intersecting LTS
454556635,45.8931706,11.1172869,3,,POINT (11.1172869 45.8931706),2.0,Node LTS is max intersecting LTS
454556706,45.8916337,11.1093655,3,,POINT (11.1093655 45.8916337),2.0,Node LTS is max intersecting LTS
454556708,45.8916013,11.1093157,3,,POINT (11.1093157 45.8916013),2.0,Node LTS is max intersecting LTS
454556726,45.8941552,11.1099566,3,,POINT (11.1099566 45.8941552),2.0,Node LTS is max intersecting LTS
454567272,45.890108,11.1093878,1,,POINT (11.1093878 45.890108),,Node not found in edges
454568135,45.8934585,11.1096231,3,,POINT (11.1096231 45.8934585),2.0,Node LTS is max intersecting LTS
454568179,45.8927896,11.1088155,1,,POINT (11.1088155 45.8927896),2.0,Node LTS is max intersecting LTS
454568871,45.8916192,11.0743611,3,,POINT (11.0743611 45.8916192),,Node not found in edges
467689047,45.8920779,11.0666063,3,,POINT (11.0666063 45.8920779),3.0,Node LTS is max intersecting LTS
467689063,45.8923599,11.0645552,3,,POINT (11.0645552 45.8923599),2.0,Node LTS is max intersecting LTS
467689098,45.8904351,11.0596861,3,,POINT (11.0596861 45.8904351),,Node not found in edges
467689103,45.8907843,11.0602223,3,,POINT (11.0602223 45.8907843),,Node not found in edges
467689129,45.8913205,11.0583612,3,,POINT (11.0583612 45.8913205),3.0,Node LTS is max intersecting LTS
467689149,45.8958224,11.0584544,3,,POINT (11.0584544 45.8958224),3.0,Node LTS is max intersecting LTS
467689154,45.8950841,11.0573894,3,,POINT (11.0573894 45.8950841),3.0,Node LTS is max intersecting LTS
470302719,45.8988285,11.1104457,3,,POINT (11.1104457 45.8988285),2.0,Node LTS is max intersecting LTS
470305090,45.8785471,11.0991602,3,,POINT (11.0991602 45.8785471),,Node not found in edges
476777358,45.8411566,11.0087312,3,,POINT (11.0087312 45.8411566),3.0,Node LTS is max intersecting LTS
476777362,45.8421383,11.0085885,4,,POINT (11.0085885 45.8421383),3.0,Node LTS is max intersecting LTS
476777363,45.842147,11.0098653,3,,POINT (11.0098653 45.842147),3.0,Node LTS is max intersecting LTS
476777366,45.8425157,11.0095097,3,,POINT (11.0095097 45.8425157),2.0,Node LTS is max intersecting LTS
476777369,45.8427061,11.0088518,4,,POINT (11.0088518 45.8427061),3.0,Node LTS is max intersecting LTS
476777377,45.8428727,11.007718,3,,POINT (11.007718 45.8428727),3.0,Node LTS is max intersecting LTS
476777384,45.8436082,11.009224,3,,POINT (11.009224 45.8436082),3.0,Node LTS is max intersecting LTS
476777387,45.8440957,11.0094849,4,,POINT (11.0094849 45.8440957),3.0,Node LTS is max intersecting LTS
477356978,45.8837266,11.0699702,1,,POINT (11.0699702 45.8837266),3.0,Node LTS is max intersecting LTS
477356985,45.8835523,11.0692491,3,,POINT (11.0692491 45.8835523),3.0,Node LTS is max intersecting LTS
477356987,45.8831241,11.0863823,4,crossing,POINT (11.0863823 45.8831241),3.0,Node LTS is max intersecting LTS
477357427,45.8822882,11.0861611,3,,POINT (11.0861611 45.8822882),,Node not found in edges
477357435,45.8816168,11.0852366,3,,POINT (11.0852366 45.8816168),3.0,Node LTS is max intersecting LTS
477358903,45.8824225,11.090477,3,,POINT (11.090477 45.8824225),,Node not found in edges
477358907,45.8831054,11.0944161,3,,POINT (11.0944161 45.8831054),,Node not found in edges
