u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,oneway,rule,lts,group,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
912290685,3452111732,0,"[ 77512344, 77512094, 77512095 ]",,"[""Via Antonio dell'Agnolo - Pellegrin""]",unclassified,,"LINESTRING (783600.8925891335 5116882.309879184, 783592.026465181 5116899.312901085, 783527.6863037185 5116993.322483237, 783505.3914416892 5117024.768333548, 783477.2083911547 5117060.71824557, 783456.943564366 5117095.79871867, 783437.5467351042 5117135.87395749, 783424.9391016001 5117162.680001193)",331.647,0,m10,3,1,1.3854689712709354,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912290685,2197350694,0,7.75121e+07,,"[""Via Antonio dell'Agnolo - Pellegrin""]",unclassified,,"LINESTRING (783600.8925891335 5116882.309879184, 783657.3374230216 5116774.006914654, 783676.1283681057 5116729.684384013, 783691.0584894621 5116700.392030964, 783740.66977012 5116634.772301107, 783749.2484601759 5116622.321017148)",300.262,0,m10,3,1,1.0438344636681944,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912290685,3481947867,0,7.75122e+07,,,unclassified,,"LINESTRING (783600.8925891335 5116882.309879184, 783591.0093372738 5116882.999245203, 783576.0340068623 5116899.57480399, 783541.1583104783 5116947.016661139, 783520.820721119 5116973.78775494, 783512.3762741612 5116978.8414784605, 783504.5728113189 5116976.899406822, 783495.3626553856 5116971.2403568225, 783456.004333537 5116939.792304211, 783428.5310477307 5116916.398489582)",239.445,0,m10,3,1,2.3651141270711493,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912290778,540415202,0,7.75122e+07,,['Via San Foca'],residential,,"LINESTRING (785013.4068179025 5111409.360016368, 784891.4372463502 5111386.763003721)",123.625,0,m9,2,1,1.0029589001807975,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912290833,3294975313,0,7.75122e+07,,['Via Cellina'],residential,,"LINESTRING (782852.5979836843 5118708.654089784, 782857.9459695152 5118603.920556258, 782866.3653891269 5118487.627280608, 782875.5227955759 5118437.937040176, 782875.807089233 5118428.096765353, 782874.3303180179 5118419.366467377, 782870.2931233386 5118411.297278191, 782866.1619214836 5118404.593207055, 782861.4106694082 5118398.918212559, 782852.5427423252 5118391.249426016, 782845.9583052221 5118386.4027539985, 782817.7130939025 5118367.273211566)",368.773,0,m9,2,1,7.566662718666365,5-8: medium,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912290833,2642228493,0,7.00637e+08,,['Via Cellina'],residential,,"LINESTRING (782852.5979836843 5118708.654089784, 782849.0928195314 5118724.747534686, 782839.6031171845 5118750.484784539, 782830.0872429858 5118776.287637478, 782830.3718258901 5118783.693619651, 782834.213455754 5118786.108940482)",83.307,0,m9,2,1,6.441020088684484,5-8: medium,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912291173,3751713975,0,7.75121e+07,,['Via Pordenone'],tertiary,,"LINESTRING (783871.801365854 5111009.3732897295, 783845.2944696101 5110989.097743904)",33.293,0,m10,3,1,1.0076116213973645,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912291173,912312017,0,7.75122e+07,,['Via Circonvallazione'],tertiary,,"LINESTRING (783871.801365854 5111009.3732897295, 783879.0132491174 5111014.89512289)",9.061,0,m10,3,1,0.5608586350463992,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912291173,912283069,0,7.75123e+07,,['Via Pordenone'],residential,,"LINESTRING (783871.801365854 5111009.3732897295, 783932.0563248862 5111015.611379316, 784050.3834339288 5111020.684584178, 784130.6862048993 5111023.220651198, 784231.0872122975 5111024.316798091, 784240.7950549964 5111025.111436033)",368.231,0,m9,2,1,0.34658962422108514,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912291287,912283315,0,7.75123e+07,2,['Via Alessandro Manzoni'],secondary,,"LINESTRING (780862.3126463615 5116425.498978787, 780859.7716621105 5116419.815814971, 780842.9537368747 5116392.491874523, 780809.686616555 5116342.9601728385)",97.852,0,m12,4,1,1.6629372464704213,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912291287,912311230,0,7.75123e+07,2,['Via Alessandro Manzoni'],secondary,,"LINESTRING (780862.3126463615 5116425.498978787, 780874.6922997184 5116451.216757981, 780892.3158593194 5116474.970512122)",58.05,0,m12,4,1,1.5566017457953703,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912291287,912307214,0,2.94256e+08,,['Via Maniana'],residential,,"LINESTRING (780862.3126463615 5116425.498978787, 780871.1913210079 5116421.3968631895, 780887.1300667406 5116416.73880884, 780898.0481523653 5116408.833505874, 780909.249177967 5116392.223715928, 780916.0199195356 5116376.201335877)",77.154,0,m9,2,1,0.65047816612612,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912291491,912311919,0,2.04276e+08,,['Via Della Croce'],unclassified,,"LINESTRING (782983.0117286406 5117212.16195266, 782974.8229645937 5117196.786542423)",17.402,0,m10,3,1,1.8087978998314962,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912291491,912298526,0,7.75122e+07,,,track,,"LINESTRING (782983.0117286406 5117212.16195266, 783021.6410932618 5117234.432431299, 783087.364928361 5117270.024057018, 783151.9736846385 5117302.269312108, 783173.2530372692 5117309.476602823, 783196.6784841497 5117303.233318841)",237.557,0,m15,2,1,0.8287855405189896,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912291846,912306477,0,7.75121e+07,,['Via Monte Spia'],residential,,"LINESTRING (782540.8883600926 5118296.47858274, 782529.252566545 5118299.827494726, 782525.6062280741 5118308.599680127, 782527.5188929867 5118343.280418657, 782527.6025869725 5118376.51847587)",89.521,0,m9,2,1,5.674134916606135,5-8: medium,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912291846,912300252,0,7.75121e+07,,['Via Monte Spia'],residential,,"LINESTRING (782540.8883600926 5118296.47858274, 782575.9573629639 5118291.483013121, 782622.8684741915 5118284.7071196, 782673.6031331121 5118276.894460029)",133.708,0,m9,2,1,3.342382459877823,3-5: mild,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912291846,912296466,0,7.75124e+07,,['Via Calderari'],residential,,"LINESTRING (782540.8883600926 5118296.47858274, 782538.5763424877 5118238.253837905, 782535.2337824525 5118177.376274946)",119.211,0,m9,2,1,2.844863709887175,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292111,318694388,0,7.75122e+07,,['Via Stazione'],tertiary,,"LINESTRING (782507.0968023617 5117587.8061171835, 782513.8083629741 5117608.712995572)",21.944,0,m10,3,1,0.6035789508788035,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912292111,912312259,0,7.75123e+07,1,,tertiary_link,,"LINESTRING (782507.0968023617 5117587.8061171835, 782520.3332243985 5117577.460959221)",16.765,1,m10,3,1,3.1390226146072684,3-5: mild,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912292111,912296532,0,1.76652e+08,,['Via Stazione'],tertiary,,"LINESTRING (782507.0968023617 5117587.8061171835, 782498.9712591749 5117562.491900207)",26.57,0,m10,3,1,1.8894805716965324,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912292487,912303842,0,7.75121e+07,,['Via Luigi Cadorna'],residential,,"LINESTRING (781655.9913599142 5117352.832535362, 781698.934756231 5117341.079230977, 781731.9420222396 5117333.890533849, 781746.2025996163 5117330.193096044, 781754.3834312015 5117325.102727846, 781767.612870378 5117312.027970387, 781785.18867553 5117294.966910203)",145.376,0,m9,2,1,1.8920917376202815,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292487,912312864,0,7.75121e+07,,['Via Luigi Cadorna'],residential,,"LINESTRING (781655.9913599142 5117352.832535362, 781648.327419461 5117354.929589535, 781601.9634283823 5117368.719314567, 781584.0878951056 5117377.839966933, 781571.6553125344 5117379.818140007, 781533.4295731402 5117389.952043876, 781458.8269721593 5117415.460300285, 781437.4540881767 5117428.462147837, 781428.9655841712 5117438.07011827)",244.492,0,m9,2,1,1.960426308133772,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292487,912285378,0,7.75121e+07,,['Via Caduti della Resistenza'],residential,,"LINESTRING (781655.9913599142 5117352.832535362, 781675.7050788819 5117395.289365557, 781705.2826758109 5117457.126930109, 781742.5902692594 5117440.03792196)",156.174,0,m9,2,1,0.6980571256414759,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292632,4537841877,0,7.75122e+07,2,['Piazza Quattro Novembre'],secondary,,"LINESTRING (781656.3650063226 5117207.022239588, 781676.0141705578 5117219.927553494)",23.447,0,m12,4,1,0.6177326705364773,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912292632,912303282,0,7.75123e+07,,['Vicolo del Cristo'],residential,,"LINESTRING (781656.3650063226 5117207.022239588, 781647.9913581174 5117231.287012403, 781613.1144013724 5117240.7617061725, 781574.4736088209 5117255.697185544)",102.991,0,m9,2,1,2.659049370498897,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292632,3445307007,0,3.80746e+08,2,['Via Malnisio'],secondary,,"LINESTRING (781656.3650063226 5117207.022239588, 781640.6062816308 5117196.678414545, 781600.4941783219 5117172.066532866, 781561.4696071032 5117154.596990397, 781526.4381501563 5117131.054141965, 781493.0817588987 5117110.79493394, 781448.4105019891 5117072.714656317)",247.954,0,m12,4,1,2.447183910941287,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912292703,912312517,0,1.79776e+08,,['Via Giuseppe Garibaldi'],residential,,"LINESTRING (782773.1492144624 5118658.668504001, 782805.2589747224 5118637.1376960585, 782815.6971270074 5118607.614174284, 782823.4749835727 5118570.196423676, 782830.7058330808 5118532.898155105, 782831.6172219529 5118517.853963376)",161.126,0,m9,2,1,1.6730814769318967,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292990,912304491,0,7.75122e+07,,['Via Nazario Sauro'],residential,,"LINESTRING (782106.6233484256 5117424.803164213, 782092.6007384125 5117404.172586098, 782075.4146851988 5117377.6291729435, 782065.1255097073 5117364.474237473, 782046.8452969198 5117344.716601983, 782044.1453872097 5117339.49310424, 782045.1956094326 5117324.243843153, 782047.9767891543 5117303.162311051, 782043.7995313195 5117292.88293769)",153.535,0,m9,2,1,0.5531532259120708,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912292990,318694358,0,7.75122e+07,,['Via Daniele Manin'],residential,50,"LINESTRING (782106.6233484256 5117424.803164213, 782118.9181913518 5117410.194167057, 782142.888653111 5117378.631916392, 782175.5651045407 5117342.015222321, 782188.601784341 5117322.730969428, 782204.2390043142 5117293.523965201, 782257.927581093 5117210.490653067, 782281.0286139394 5117167.766237486)",311.316,1,m9,2,1,2.328245773794911,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912293044,2100239527,0,1.00048e+09,2,['Via Aristide Zenari'],primary,,"LINESTRING (782396.1118980567 5118718.093416451, 782406.1597215133 5118719.970748818)",10.187,0,m12,4,1,2.5567572644549634,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912293044,912307025,0,7.75122e+07,,['Via Aristide Zenari'],residential,,"LINESTRING (782396.1118980567 5118718.093416451, 782401.3768881622 5118701.557686211, 782405.4880893554 5118682.6974724885, 782406.6860670089 5118674.6696341485, 782407.4472031815 5118669.572087578, 782407.3928245232 5118660.517863503, 782407.7115425648 5118656.2906128215, 782408.6605526584 5118651.313067276, 782410.2546537167 5118647.445241124, 782412.9953597183 5118643.374215497, 782416.1701262378 5118640.2918417305, 782419.5777237767 5118638.199974325)",85.756,0,m9,2,1,3.58617335322092,3-5: mild,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912293044,2275676240,0,7.75122e+07,2,['Via Aristide Zenari'],primary,,"LINESTRING (782396.1118980567 5118718.093416451, 782387.7735839445 5118715.548970747, 782380.9945867208 5118712.742426916, 782374.471112495 5118708.756365395, 782367.4217087134 5118702.586120492, 782363.3322587529 5118697.487593789, 782357.6491344072 5118688.530127631, 782333.0648908948 5118644.030871154, 782324.9788348703 5118630.809791473, 782319.299979005 5118623.0995444385, 782314.3603308848 5118618.485149829, 782309.4443612841 5118616.209929593, 782305.0854710217 5118614.94015944, 782300.3274205043 5118614.609491206, 782296.05866311 5118615.915768021, 782293.4761437667 5118618.235006271, 782291.9486895346 5118620.658547294, 782290.8623698687 5118623.414166387, 782290.3302903674 5118628.243934609, 782290.9724091374 5118634.285732785, 782293.163997819 5118646.489090819, 782294.3937817027 5118659.082329641)",197.059,0,m12,4,1,8.696094049541143,8-10: hard,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912293149,912297073,0,1.89602e+08,,['Via delle Centrali'],track,,"LINESTRING (785819.7516070621 5111185.248239271, 785826.5250266653 5111177.858838039, 785868.6897193221 5110940.4393772315)",251.076,0,m15,2,1,1.7274741608001891,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293149,2142825976,0,"[ 189602433, 204272541 ]",,['Via delle Centrali'],residential,,"LINESTRING (785819.7516070621 5111185.248239271, 785807.9796609718 5111184.70012901, 785782.8273288425 5111181.714239536)",36.986,0,m9,2,1,1.5631372201394569,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912293149,9029651900,0,9.75793e+08,,,track,,"LINESTRING (785819.7516070621 5111185.248239271, 785828.0876944754 5111187.71846113, 785846.1469565034 5111190.318568435, 785872.3627091824 5111193.922084386, 785894.7736178851 5111196.72499684, 785920.6832278087 5111200.414671639, 786039.3905694385 5111216.611498483, 786151.7463419046 5111230.966929003, 786297.122433943 5111250.171285111, 786395.5417392908 5111260.552154584, 786450.959708465 5111265.498459394)",634.29,0,m15,2,1,0.32060255924311604,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293263,912308698,0,7.75123e+07,,['Via Marziano Ciotti'],secondary,,"LINESTRING (782180.011091131 5117698.2186975395, 782173.2758472157 5117692.419556882, 782166.5039244776 5117688.088378381, 782161.0766761255 5117682.61670904, 782155.4917001547 5117676.369558202)",32.942,0,m12,4,1,3.164784804598332,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912293263,9407403115,0,7.75123e+07,,['Via Marziano Ciotti'],secondary,,"LINESTRING (782180.011091131 5117698.2186975395, 782196.3352884396 5117704.303695989, 782205.8681299859 5117706.479698549)",27.112,0,m12,4,1,2.0607071242447064,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912293623,2179548296,0,2.07702e+08,,,track,,"LINESTRING (783463.1724584529 5117397.703056922, 783447.3072882215 5117441.905272341)",46.94,0,m15,2,1,0.8768681029488243,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293623,912299828,0,2.21191e+08,,,track,,"LINESTRING (783463.1724584529 5117397.703056922, 783465.7904472734 5117388.115461439, 783483.9714563166 5117346.881833265, 783511.4789539871 5117290.726216454, 783543.0159049161 5117240.980995757, 783576.1670777886 5117189.473519952, 783599.2702695904 5117151.763576477, 783619.0442143732 5117094.871789795)",341.868,0,m15,2,1,0.7428541226039178,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293623,912300854,0,2.21191e+08,,,track,,"LINESTRING (783463.1724584529 5117397.703056922, 783477.9615426842 5117421.078154749, 783516.5113829824 5117445.174297337, 783555.0192702629 5117470.003603374, 783568.2439261295 5117480.858882161)",135.733,0,m15,2,1,1.6432072389062264,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293688,912305093,0,7.75122e+07,2,,primary,,"LINESTRING (782835.7309576194 5115513.445655268, 782777.9688039272 5115363.860527502)",160.232,0,m12,4,1,1.5284656230556108,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912293688,275047807,0,7.75122e+07,2,,primary,,"LINESTRING (782835.7309576194 5115513.445655268, 782856.0694774481 5115573.058770365, 782893.8716380143 5115687.966370486, 782912.9741348396 5115745.151268535, 782929.9772140767 5115803.542005439, 782954.7105675685 5115899.687910195, 782974.4954262134 5115998.388973782, 783010.4881682595 5116194.089891426, 783057.5271011095 5116340.7450893, 783123.3115541465 5116508.586058383, 783178.0908626576 5116625.772921427, 783237.3262213637 5116743.611805976, 783300.430502842 5116827.427271886)",1403.443,0,m12,4,1,1.053026189781045,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912293707,9098611989,0,2.04275e+08,,['Via John Fitzgerald Kennedy'],track,,"LINESTRING (783940.6100979588 5111443.744669352, 783915.5464631235 5111484.915931928)",48.154,0,m15,2,1,0.024414137512098973,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293707,912306364,0,7.75123e+07,,['Via del Bosco'],track,,"LINESTRING (783940.6100979588 5111443.744669352, 783864.9726345649 5111418.668912827, 783824.1926168709 5111405.426649815, 783796.9717862804 5111392.588899133, 783766.5973935537 5111386.642022772, 783734.6697951991 5111369.72355939, 783699.329727223 5111354.907705659, 783604.0194840676 5111318.705351802, 783590.7332845572 5111313.560074678, 783584.015296092 5111302.884201243, 783567.775573388 5111225.021784404)",465.196,0,m15,2,1,0.6701512520370986,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912293707,912312036,0,3.80746e+08,,['Via John Fitzgerald Kennedy'],residential,,"LINESTRING (783940.6100979588 5111443.744669352, 783970.2584597762 5111448.300530557, 784026.7160255902 5111467.713685039, 784047.430298841 5111474.350494718, 784066.9552722016 5111485.931416389, 784089.8613292814 5111503.113333082, 784110.8349183507 5111507.491076545, 784126.2143345531 5111506.38817092, 784147.3457225461 5111500.329820902, 784183.9829219775 5111487.26256325, 784209.027687211 5111478.657815135, 784228.2013120432 5111473.232774318)",305.973,0,m9,2,1,0.7272619878203833,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912293938,912312624,0,7.75121e+07,,['Vicolo Piave'],residential,,"LINESTRING (781234.5563281004 5117535.534336848, 781269.6096231643 5117539.860210096, 781282.7196977015 5117536.765818636, 781301.0931644519 5117527.90103628, 781321.50408794 5117512.9173616385)",94.237,0,m9,2,1,2.2333576332409084,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912294163,912304459,0,7.75121e+07,,['Via Concordia'],residential,,"LINESTRING (780307.4726169972 5116348.915671804, 780311.9606164743 5116357.0478814365)",9.278,0,m9,4,1,10.950407917070748,10-20: extreme,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912294163,9407426989,0,7.75121e+07,,['Via Concordia'],residential,,"LINESTRING (780307.4726169972 5116348.915671804, 780304.8826982041 5116334.646750312, 780306.6778519569 5116316.548130829, 780306.6329355154 5116303.486681409, 780304.7595085824 5116283.027003706, 780304.4077639806 5116275.99691916)",73.317,0,m9,2,1,5.012302441855387,5-8: medium,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912294163,3608901548,0,3.55285e+08,,,track,,"LINESTRING (780307.4726169972 5116348.915671804, 780300.0053561213 5116345.178466483, 780282.2297474499 5116346.692342674, 780267.2335931954 5116347.164380799, 780248.4042749365 5116350.56736267, 780238.4997758497 5116344.28058531, 780224.2405238458 5116343.361360576, 780209.2958067778 5116345.416822682, 780194.5335181388 5116349.40672391, 780187.2775907251 5116348.6630508145, 780166.3060539416 5116346.958350295, 780140.0447245387 5116340.436127325, 780126.9302733026 5116331.063618449, 780112.12424256 5116322.805087363, 780088.1355376155 5116315.151178778, 780079.559064606 5116316.885675779)",238.366,0,m15,4,1,22.215038347759144,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912294208,912305987,0,1.00048e+09,2,['Via Aristide Zenari'],primary,,"LINESTRING (782549.8714256473 5118701.938492873, 782476.9850210468 5118715.7665499905)",73.944,0,m12,4,1,5.048765048410618,5-8: medium,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912294208,275048626,0,7.75121e+07,,['Via Castello'],residential,,"LINESTRING (782549.8714256473 5118701.938492873, 782566.0826488428 5118754.83695754, 782575.5234297304 5118781.603903378, 782580.6237576408 5118852.805802257, 782585.7746139471 5118922.907816943, 782589.5933881048 5118977.951208464, 782592.6368184688 5118983.58060392, 782617.5183235796 5118989.048823742)",312.242,0,m9,2,1,2.291190035278037,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912294208,275048618,0,1.00048e+09,2,['Via Aristide Zenari'],primary,,"LINESTRING (782549.8714256473 5118701.938492873, 782613.0503617264 5118690.936601231, 782627.992206768 5118688.0188266, 782642.9001131193 5118685.166323176, 782647.8142795675 5118683.789868779, 782653.4888132525 5118680.689378398)",105.759,0,m12,4,1,4.8647451063060485,3-5: mild,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912294464,6551563876,0,7.75124e+07,,,track,,"LINESTRING (783017.2796724546 5118194.1868923195, 783034.2840305932 5118264.202684759, 783024.0803424516 5118366.6409995165)",174.939,0,m15,2,1,0.8205912681445684,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
912294464,2179548262,0,7.75124e+07,,,track,,"LINESTRING (783017.2796724546 5118194.1868923195, 783037.1152425813 5118143.665265523, 783042.8583846878 5118131.560993426, 783090.6958320243 5118105.124460907, 783100.3064777141 5118096.728400334)",134.888,0,m15,2,1,5.465947212287324,5-8: medium,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
